설문연도,식별자,졸업 여부를 작성해주세요.,입학연도를 작성해주세요. (졸업생은 졸업연도),현재 취직을 하셨나요?,문헌정보가 아닌 다른 주전공을 이수하고 있나요?,입학 당시 희망진로가 있었나요?,입학 당시 희망진로의 종류는 무엇인가요?,현재 희망진로가 있나요?,현재 희망진로의 종류는 무엇인가요?,현재 희망진로가 없는 이유는 무엇인가요?,"입학 당시와 현재의 희망진로가 다르다면, 그 이유가 무엇인가요?",입학 당시와 현재의 희망진로가 달라는 것에 영향을 준 것이 무엇인가요?,평소 진로 관련 고민이 있다면 무엇인가요?,평소 진로 관련 고민을 어떤 방식으로 해결하나요?,문헌정보학과 교육과정에서 가장 흥미있는 주제는 무엇인가요?,문헌정보학과에 추가로 개설되었으면 하는 교육과정이 있다면 서술하세요.,다전공 이수의 장점은 무엇인가요?,다전공 이수의 단점은 무엇인가요?,취업 시 다전공 이수가 도움이 된다고 생각하나요?,학부 과정에서 선택한 다전공이 있나요?,선택한 다전공은 무엇인가요?,"자기설계를 선택했거나 2개 이상 이수한 경우, 전공을 구성하는 학과를 모두 작성해주세요.",해당 다전공을 선택한 이유는 무엇인가요?,다전공을 이수하면서 겪은 어려움과 문제점이 있다면 무엇인가요?,다전공을 이수하지 않은 이유는 무엇인가요?,평소 취업 관련 정보를 얻는 방법은 무엇인가요?,문헌정보학과에서 취업 관련 정보 공유가 적절히 되고 있다고 생각하나요? (졸업생은 재학 당시),선호하는 학과 내 취업 관련 정보 공유 방법은 무엇인가요?,문헌정보학과에 어떤 취업 강화 프로그램이 필요하다고 생각하나요?,문헌정보학과에 어떤 진로 관련 프로그램이 필요하다고 생각하나요?,선지에 언급되지 않은 희망 진로 관련 프로그램을 자유롭게 작성해주세요.,재학생과 졸업생의 적절한 정보 교류 방법이 무엇이라고 생각하나요?,문헌정보학 전공자가 가질 수 있는 진로는 어떤 것이 있다고 생각하나요?,선지에 언급되지 않은 문헌정보학 전공자가 가질 수 있는 진로에 대해 자유롭게 작성해주세요.,희망/현재 근무 분야가 무엇인가요?,근무하고 싶은/있는 도서관 유형은 무엇인가요?,희망/현재 직종은 무엇인가요?,희망/현재 직무 계열을 작성해주세요. ,기타 근무 분야를 작성해주세요.,희망/현재 연봉 수준은 어느 정도 인가요?,예상/실제 취업 준비 기간은 어느 정도 인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 있나요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일은 무엇인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 없는 이유가 무엇인가요?,취업 준비 중 가장 힘들 것 같은/힘들었던 일은 무엇인가요?,진로를 선택할 때 1순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 2순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 3순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),취업 후 직업 가치관의 변화가 있었나요?,취업 후 1순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 2순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 3순위로 중요하게 생각하는 가치는 무엇인가요?,현재 직무 만족도는 어떠한가요?,현재 근무지를 문헌정보학과 후배들에게 추천할 의향이 있나요?,대학원에 진학을 고려하고 있나요?/진학했나요?,어떤 대학원 진학을 희망하나요?/했나요? ,희망/실제 대학원 시기는 언제인가요?,대학원 진학의 목적은 무엇인가요?,대학원 진학 준비 중 어려웠던 점은 무엇인가요?,대학원 진학을 고려하지 않은 이유는 무엇인가요?,향후 대학원에 진학할 의향이 있나요?,향후 어떤 대학원에 진학하고 싶나요?
2021,20210111,학부 재학생,2020,N/A,N/Q,예,사서;사서교사;대학교(교수및직원);공무원(사서직제외),예,사서;사서교사;대학교(교수및직원);일반사기업;공무원(사서직제외),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다,인터넷 검색을 한다,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회,학점 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,보통이다,학과 홈페이지;학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남;학과 홈페이지;학과 인스타그램,사서;사서교사;데이터 전문가;대학교 (교수 및 직원),N/Q,정부(공무원),N/A,N/A,사서직;일반행정,N/A,4000만원 이상 4500만원 미만,1년,예,학업성적;각종 자격증 취득;어학 준비,N/A,N/A,워라밸,적성과흥미,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,높은 수업료,N/A,N/A
2021,20210112,학부 재학생,2020,N/A,N/Q,아니오,N/A,예,사서교사,N/A,새로운 적성/관심분야 파악,N/Q,관심분야가 무엇인지 모르겠다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;인터넷 검색을 한다,서지학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);졸업생과 재학생의 정기적 만남,N/R,N/Q,N/Q,재학생/졸업생 대면 만남;학과 홈페이지;학과 인스타그램,사서;사서교사;데이터 전문가;출판업,N/Q,정부(공무원),N/A,N/A,사서교사,N/A,4000만원 이상 4500만원 미만,2년,예,학업성적;봉사(사회기여) 활동,N/A,N/A,급여수준,고용안정성,조직문화,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,높은 수업료,N/A,N/A
2021,20210113,학부 재학생,2018,N/A,N/Q,예,기록물관리사;데이터전문가;개발자(프로그래머);일반사기업,예,출판업;기록물관리사;일반사기업,N/A,학과 관련 직무에 대한 흥미 잃음,N/Q,기타,혼자 고민한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,융합전공-문화콘텐츠,N/A,평소 흥미나 적성과 관련되어서;진로의 필요조건을 갖추기 위해서,학업량 부담,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);본교 취업 지원센터 및 레인보우 시스템,아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유),N/R,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);학과 홈페이지,데이터 전문가,N/Q,사기업,N/A,경영/사무;IT/인터넷,N/A,N/A,3000만원 이상 3500만원 미만,1년,예,학업성적;기타,N/A,N/A,자아실현,급여수준,적성과흥미,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;전문성 강화,N/Q,N/A,N/A,N/A
2021,20210114,학부 재학생,2019,N/A,N/Q,예,사서;사서교사;공무원(사서직제외),예,사서;사서교사;공기업;공무원(사서직제외),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다;교수님께 상담 신청을 한다;인터넷 검색을 한다,자료조직 ,도서관경영/기획;학교도서관,취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,아니다,학과 인스타그램;학과 홈페이지;학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링;직업 박람회 및 취업 컨설팅,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등),사서;데이터 전문가,N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,2500만원 이상 3000만원 미만,기타,예,학업성적;각종 자격증 취득;봉사(사회기여) 활동;대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,고용안정성,적성과흥미,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료,N/A,N/A
2021,20210115,학부 재학생,2019,N/A,N/Q,예,사서;기록물관리사;데이터전문가,예,사서;출판업,N/A,학과 관련 직무에 대한 흥미 잃음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;인터넷 검색을 한다;에브리타임에서 찾아본다,도서관경영 ,정보학;기록학,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,융합전공-문화콘텐츠,N/A,평소 흥미나 적성과 관련되어서;진로의 필요조건을 갖추기 위해서,시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램;졸업생과 재학생의 정기적 만남,직업 박람회 및 취업 컨설팅,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);학과 인스타그램,다양함,N/Q,사기업,N/A,경영/사무,N/A,N/A,2500만원 이상 3000만원 미만,1년 이내,예,학업성적;각종 자격증 취득;봉사(사회기여) 활동;대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,적성과흥미,급여수준,워라밸,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2021,20210116,학부 재학생,2018,N/A,N/Q,예,사서;사서교사;기록물관리사;공기업;공무원(사서직제외),예,사서;사서교사;기록물관리사;공기업;공무원(사서직제외),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다,인터넷 검색을 한다;혼자 고민한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,복수전공-역사학과,N/A,평소 흥미나 적성과 관련되어서;진로의 필요조건을 갖추기 위해서,학업량 부담,N/A,인터넷 포털 사이트 (네이버/다음 등),아니다,학과 홈페이지;졸업생과 재학생의 정기적 만남;직업 관련 강연,N/R,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,E,N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,3000만원 이상 3500만원 미만,1년,예,학업성적;각종 자격증 취득;봉사(사회기여) 활동,N/A,N/A,적성과흥미,고용안정성,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,전문성 강화,N/Q,N/A,N/A,N/A
2021,20210117,학부 재학생,2020,N/A,N/Q,예,사서;공무원(사서직제외),예,사서;공무원(사서직제외);기타,N/A,희망 진로가 두 시기 다르지 않음,N/Q,관심분야가 무엇인지 모르겠다;진로에 대한 정보를 얻을 곳이 없다,친구들과 의논한다;혼자 고민한다,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 홈페이지;학과 단체 채팅방,N/R,N/Q,N/Q,재학생/졸업생 대면 만남,사서,N/Q,정부(공무원),N/A,N/A,사서직,N/A,4000만원 이상 4500만원 미만,2년,예,학업성적;어학 준비,N/A,N/A,적성과흥미,급여수준,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2021,20210118,학부 재학생,2020,N/A,N/Q,예,사서;사서교사,예,사서;사서교사,N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,인터넷 검색을 한다,정보학 ,N/R,기타,기타,N/Q,아니오,N/A,N/A,N/A,N/A,E,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,보통이다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남;학과 홈페이지;에브리타임,데이터 전문가;기타,N/Q,정부(공무원),N/A,N/A,사서직,N/A,3500만원 이상 4000만원 미만,2년,예,학업성적;각종 자격증 취득,N/A,N/A,자아실현,워라밸,적성과흥미,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,기타,N/A,N/A
2021,20210119,학부 재학생,2015,N/A,N/Q,아니오,N/A,예,일반사기업,N/A,새로운 적성/관심분야 파악,N/Q,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다;인터넷 검색을 한다,자료조직 ,N/R,기타,전문성 약화,N/Q,예,복수전공-영어영문학과,N/A,평소 흥미나 적성과 관련되어서,정보 부족,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);기업/정부 및 관련 기관의 채용 박람회,보통이다,메일 (개인 이메일을 통한 취업 정보 공유),N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등),다양함,N/Q,사기업,N/A,경영/사무;영업/고객상담;서비스,N/A,N/A,3500만원 이상 4000만원 미만,1년 이내,예,각종 자격증 취득;어학 준비;실습/인턴,N/A,N/A,워라밸,적성과흥미,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,기타,N/A,N/A
2021,20210120,학부 재학생,2019,N/A,N/Q,예,사서;사서교사,예,사서;공무원(사서직제외),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다,인터넷 검색을 한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회,시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,보통이다,학과 인스타그램;학과 단체 채팅방,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);학과 홈페이지;학과 인스타그램,사서;사서교사;데이터 전문가;기록물 관리사,N/Q,사서직,국가도서관 (국회/국립중앙/법원 도서관);공공도서관 (지자체/교육청 소속 도서관 등);대학도서관,N/A,N/A,N/A,3500만원 이상 4000만원 미만,1년,예,학업성적;봉사(사회기여) 활동;어학 준비;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,적성과흥미,고용안정성,워라밸,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,기타,N/A,N/A
2021,20210121,학부 재학생,2020,N/A,N/Q,예,기타,예,기록물관리사;일반사기업;공기업,N/A,기타,N/Q,관심분야가 무엇인지 모르겠다;진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다;인터넷 검색을 한다;에브리타임에서 찾아본다;혼자 고민한다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성);전문성 약화,N/Q,아니오,N/A,N/A,N/A,N/A,E,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등),아니다,학과 인스타그램;졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링,N/Q,N/Q,재학생/졸업생 대면 만남,다양함,N/Q,공기업,N/A,IT/인터넷,N/A,N/A,3000만원 이상 3500만원 미만,1년 이내,예,각종 자격증 취득;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,적성과흥미,자아실현,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2021,20210122,학부 재학생,2019,N/A,N/Q,아니오,N/A,예,사서;공기업;기타,N/A,새로운 적성/관심분야 파악,N/Q,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,혼자 고민한다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,융합전공-소프트웨어인문,N/A,평소 흥미나 적성과 관련되어서,학업 내용 부담,N/A,인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 단체 채팅방,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등),다양함,N/Q,기타,N/A,N/A,N/A,성우,5500만원 이상,3년,예,학업성적;기타,N/A,N/A,적성과흥미,급여수준,조직문화,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료;대학원 교육과정의 불만족,N/A,N/A
2021,20210123,학부 재학생,2017,N/A,N/Q,예,사서;기록물관리사;데이터전문가;개발자(프로그래머),예,데이터전문가;개발자(프로그래머),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,선배들과 의논한다;인터넷 검색을 한다;혼자 고민한다,정보학 ,데이터심화분석;통계학,취업 선택의 폭 확장,시간적 부담(추가학기 가능성),N/Q,예,융합전공-소프트웨어인문,N/A,평소 흥미나 적성과 관련되어서,없음,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등),보통이다,메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방,직업 박람회 및 취업 컨설팅,N/Q,N/Q,재학생/졸업생 대면 만남,사서;데이터 전문가,N/Q,사기업,N/A,IT/인터넷;기타,N/A,N/A,4000만원 이상 4500만원 미만,1년 이내,예,학업성적;기타,N/A,N/A,급여수준,적성과흥미,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과;자대 타과;타대 타과,졸업 후 바로,취업 준비;전문성 강화;기타,N/Q,N/A,N/A,N/A
2021,20210124,학부 재학생,2018,N/A,N/Q,아니오,N/A,예,대학교(교수및직원);데이터전문가;공무원(사서직제외),N/A,기타,N/Q,관심분야가 무엇인지 모르겠다;진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,교수님께 상담 신청을 한다;인터넷 검색을 한다,정보학 ,데이터심화분석,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담,N/Q,예,복수전공-응용통계학과,N/A,기타,학업량 부담,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등),매우 아니다,학과 홈페이지;졸업생과 재학생의 정기적 만남;직업 관련 강연,직업 박람회 및 취업 컨설팅,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지;에브리타임,기타,N/Q,정부(공무원),N/A,N/A,연구직,N/A,5500만원 이상,3년,예,학업성적;각종 자격증 취득;교내활동(동아리/학생회/학회/스터디 등),N/A,N/A,적성과흥미,워라밸,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과;타대 문헌정보학과;타대 타과,졸업 후 바로,자기계발;취업 준비,N/Q,N/A,N/A,N/A
2021,20210125,학부 재학생,2016,N/A,N/Q,예,사서;사서교사;출판업;언론인;일반사기업,예,사서;일반사기업;공기업,N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;교수님께 상담 신청을 한다;인터넷 검색을 한다;혼자 고민한다,서지학 ,문헌정보학과진로탐색,취업 선택의 폭 확장,시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,민간 채용 정보 사이트 (잡코리아/사람인 등);본교 취업 지원센터 및 레인보우 시스템,아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;직업 관련 강연,직업 박람회 및 취업 컨설팅,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,사서;데이터 전문가;기록물 관리사,N/Q,사기업,N/A,유통/판매,N/A,N/A,2500만원 이상 3000만원 미만,1년 이내,예,각종 자격증 취득;실습/인턴,N/A,N/A,급여수준,적성과흥미,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,기타,N/A,N/A
2021,20210126,학부 재학생,2018,N/A,N/Q,아니오,N/A,아니오,N/A,아직 진로에 대해 고민하지 않고 있음;문헌정보학 전공자가 진출 가능한 분야에 대한 정보 부족;본인이 아직 뭘 잘하는지 잘 모름,희망 진로가 두 시기 모두 없음,N/Q,관심분야가 무엇인지 모르겠다;진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;혼자 고민한다;아무것도 하지 않는다,정보서비스 ,N/R,취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,복수전공-소프트웨어학부,N/A,평소 흥미나 적성과 관련되어서,학업 내용 부담,N/A,본교 취업 지원센터 및 레인보우 시스템,아니다,메일 (개인 이메일을 통한 취업 정보 공유);직업 관련 강연,N/R,N/Q,N/Q,학과 홈페이지;학과 인스타그램,사서;데이터 전문가;기록물 관리사,N/Q,사서직,국가도서관 (국회/국립중앙/법원 도서관),N/A,N/A,N/A,4500만원 이상 5000만원 미만,2년,아니오,N/A,정해 둔 진로가 없어서,N/Q,적성과흥미,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료,N/A,N/A
2021,20210127,학부 재학생,2017,N/A,N/Q,예,사서;출판업;대학교(교수및직원);언론인;일반사기업;공기업,예,사서;출판업;대학교(교수및직원);일반사기업;공기업,N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;인터넷 검색을 한다,자료조직 ,독서,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,융합전공-문화콘텐츠,N/A,평소 흥미나 적성과 관련되어서,학업량 부담,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등),매우 아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;졸업생과 재학생의 정기적 만남,N/R,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등),출판업,N/Q,사기업,N/A,유통/판매,N/A,N/A,2000만원 이상 2500만원 이하,1년,예,학업성적;각종 자격증 취득,N/A,N/A,적성과흥미,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 타과,졸업 후 취직 이후,자기계발,N/Q,N/A,N/A,N/A
2021,20210128,학부 재학생,2017,N/A,N/Q,아니오,N/A,아니오,N/A,개인의 삶의 방향에 대한 가치관이 정립되지 않았음;본인이 아직 뭘 잘하는지 잘 모름;본인이 아직 뭘 좋아하는지 잘 모름,희망 진로가 두 시기 모두 없음,N/Q,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,혼자 고민한다,정보서비스 ,N/R,취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,정부 채용 정보 사이트 (워크넷/월드잡 등),매우 아니다,메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남,E,N/Q,사기업,N/A,경영/사무,N/A,N/A,2000만원 이상 2500만원 이하,1년,아니오,N/A,정해 둔 진로가 없어서,N/Q,급여수준,적성과흥미,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료,N/A,N/A
2021,20210129,학부 재학생,2020,N/A,N/Q,예,사서;사서교사;언론인;공무원(사서직제외),예,사서;사서교사;언론인;공무원(사서직제외),N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,인터넷 검색을 한다;혼자 고민한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,복수전공-미디어커뮤니케이션학부,N/A,진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서,수강신청의 어려움,N/A,인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링,N/Q,N/Q,재학생/졸업생 대면 만남,사서;다양함,N/Q,사기업,N/A,경영/사무,N/A,N/A,5500만원 이상,4년,아니오,N/A,정해둔 진로는 있는데 뭘 해야 할지 잘 몰라서,N/Q,적성과흥미,자아실현,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과;자대 타과,졸업 후 바로,자기계발;전문성 강화,N/Q,N/A,N/A,N/A
2021,20210130,학부 재학생,2019,N/A,N/Q,아니오,N/A,예,사서,N/A,희망 진로가 두 시기 다르지 않음,N/Q,진로에 대한 정보를 얻을 곳이 없다,친구들과 의논한다,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,E,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램;졸업생과 재학생의 정기적 만남;직업 관련 강연,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등),사서;데이터 전문가;기록물 관리사;출판업,N/Q,사서직,국가도서관 (국회/국립중앙/법원 도서관);공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,2500만원 이상 3000만원 미만,1년,예,학업성적,N/A,N/A,워라밸,적성과흥미,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
