Year,ID,Please indicate your graduation status.,Please provide your year of enrollment (graduation year for graduates),Are you currently employed?,Are you pursuing a major other than Library and Information Science(LIS)?,Did you have a career goal when you entered school?,What is your intended career path at the time of admission?,Do you currently have a career goal?,What career path do you intend to pursue currently?,Why aren't you currently pursuing a career path?,"If your career aspirations have changed since you entered school, what prompted the change?",What influenced your career aspirations then and now?,What are your usual career concerns?,How do you usually approach concerns regarding your career?,What are your favorite topics in the library and information science curriculum?,Describe any supplementary courses you'd wish to be introduced within the Department of LIS,What are the benefits of a multidisciplinary major?,What are the disadvantages of a multidisciplinary major?,Do you believe that obtaining a multidisciplinary major will enhance your employment prospects?,Did you choose a multidisciplinary major during your undergraduate program?,What multidisciplinary major have you chosen?,"If you've designed your own major(self-design major) or pursued multiple majors, please provide a list of all the majors included in your program.",What influenced your decision to pursue this multidisciplinary major?,What are some of the challenges and issues you faced while completing a multidisciplinary program?,What influenced your choice to not complete a multidisciplinary major?,How do you usually get information about employment?,Did you feel that information within the department was adequately shared about employment opportunities (when you were an undergraduate student),What is your preferred method of sharing information about employment within your department?,What career enrichment programs do you think are needed in the LIS?,What career-related programs do you think are needed in the LIS?,Please write any desired career-related programs in LIS that were not mentioned in the above options.,How do you think we should communicate with undergraduate students and alumni?,What career paths do you think are available to a LIS major?,Please write any possible career paths for LIS majors that aren't mentioned in the above options.,What field of work are you currently in or aiming for?,What type of library do you work in or want to work in?,What is your desired/current specific occupation?,What is your desired/current job area?,Please write in any additional desired or current career field.,What annual salary range are you hoping for or currently earning?,How long do you expect/did it take to become prepared for employment?,Are you currently taking any steps to prepare for your desired career path and future employment?,What specific activities or preparations are you currently undertaking/did you previously engage in to position yourself for your desired career path?,What has stopped you from pursuing your desired career path?,What was the toughest hurdle you faced while getting prepared for your job/career field?,What is the most important value for you when choosing a career path after getting a job?,What is your second most important value when choosing a career path?,What is your third most important value when choosing a career path?,Did your work values change after starting your job/career?,What has become the most important factor for you when considering career paths after gaining work experience?,What has become the second most important factor for you when considering career paths after gaining work experience?,What has become the third most important factor for you when considering career paths after gaining work experience?,How satisfied are you with your current job?,Would you recommend your current workplace to undergraduate students in the LIS?,"Are you considering going to graduate school, or have you already attended?",Which graduate school do you want to attend or have you attended?,"When do you plan to start graduate school, or when did you actually start your studies?",What is the purpose of attending graduate school?,What were some of the challenges you faced while getting ready for graduate school?,Why haven't you thought about attending graduate school?,Do you plan to go to graduate school in the future?,What graduate school are you interested in attending in the future?
2021,20210207,Graduate students,2016,N/A,N/Q,Yes,Librarians;Teacher librarians;Publishing;Data specialist;Private enterprise;Public enterprise,Yes,Data specialist;Private enterprise;Public enterprise,N/A,Identify new aptitudes/interests,N/Q,"I don't know what I'm interested in;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Ask a professor for a consultation;Keep to yourself,Information Science,Statistics;Deeper data analysis,Interdisciplinary opportunities;Expand your career options,Credit burden;Time burden (possible extra semester),N/Q,Yes,Self-designed major,N/A,Related to my interests and aptitudes,Difficulty organizing timetables;Difficulty signing up for a course;Burden of amount of studies,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);The University's Career Center (e.g. Rainbow System)",Disagree,LIS official Instagram;LIS website;LIS group chatting,N/R,N/Q,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.)",Various,N/Q,Public enterprise,N/A,Management/Office;IT/Internet,N/A,N/A,Over 35 million won and under 40 million won,1 year,Yes,Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Aptitude and interest,Job security,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Get ready for work;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210208,Graduate students,2020,N/A,N/Q,Yes,Other,Yes,Librarians,N/A,Your desired career path is not different at either time,N/Q,Other,Keep to yourself,Bibliography,Other,Interdisciplinary opportunities,Workload burden,N/Q,Yes,E,N/A,Other,Lack of information,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Disagree,LIS website;Mail (sharing job information via personal email),Other,N/Q,N/R,Meet with current students/alumni face-to-face;LIS website,Various,N/Q,Self-employed,N/A,N/A,N/A,N/A,Over 55 million won,1 year,Yes,Volunteer activity,N/A,N/A,Society perception,Self-realization,Aptitude and interest,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210209,Graduate students,2019,N/A,N/Q,Yes,Librarians,Yes,Librarians,N/A,Your desired career path is not different at either time,N/Q,"I'm thinking about a career, but I don't have a clear direction",Do an internet search,Library management,Nothing,Interdisciplinary opportunities;Expand your career options,Workload burden;Weakened expertise,N/Q,No,N/A,N/A,N/A,N/A,E,"Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS website,Institutional/Academic/Employment Linkage Programs (Practicum/Internship),N/Q,N/R,LIS group chatting;Meet with current students/alumni face-to-face,Various,N/Q,Librarians,National libraries;Public libraries,N/A,N/A,N/A,Over 50 million won and under 55 million won,Within 1 year,Yes,Grades;Earn certifications,N/A,N/A,Job security,Work-Life balance,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,3 years after graduation,Self-development;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210210,Graduate students,2015,N/A,N/Q,Yes,Archivist;Universities(Professor or Staff);Public enterprise,Yes,Archivist;Universities(Professor or Staff),N/A,Other,N/Q,No place to get career information,Discuss with friends;Do an internet search;other,Bibliography,Not sure,Interdisciplinary opportunities;Expand your career options;Expand your connections,Time burden (possible extra semester),N/Q,Yes,Multi major-School of Asian Languages and Cultures,N/A,Related to my interests and aptitudes,Nothing,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Job fairs at corporate/government and related organizations",Strongly disagree,LIS group chatting;Regular meetings between alumni and current students,Other,N/Q,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Everytime(student online community)",Librarians,N/Q,Librarians,University libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,Within 1 year,No,N/A,I thought it was too early to prepare;Other,N/Q,Job security,Work-Life balance,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210211,Graduate students,other,N/A,N/Q,Yes,Developers (programmers),Yes,Government employees (except librarians),N/A,Your desired career path is not different at either time,N/Q,I don't know what I'm interested in,Ask a professor for a consultation,Information Science,N/R,Expand your career options,Workload burden,N/Q,Yes,Convergence major-Financial Engineering,N/A,Related to my interests and aptitudes,Nothing,N/A,"Government job sites (e.g. WorkNet, WorldJob, etc.)",Strongly disagree,Mail (sharing job information via personal email),N/R,N/Q,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.)",Various,N/Q,Self-employed,N/A,N/A,N/A,N/A,Over 50 million won and under 55 million won,2 years,Yes,Practical exercise/Internship,N/A,N/A,Job security,Organizational culture,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Other department in same university as undergraduate,1 year after graduation but less than 2 years,Get ready for work,N/Q,N/A,N/A,N/A
2021,20210212,Graduate students,2021,N/A,N/Q,No,N/A,No,N/A,Lack of information about possible career paths for LIS majors,Identify new aptitudes/interests,N/Q,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Talk to your seniors;Ask a professor for a consultation;Do an internet search,Information Science,Information Science;Programming (R/Python/SQL),Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Disagree,LIS website;Regular meetings between alumni and current students;Lectures about career,Mentoring from department seniors and incumbents,N/Q,N/R,Meet with current students/alumni face-to-face;LIS website,Various,N/Q,Private enterprise,N/A,IT/Internet;Other,N/A,N/A,Over 25 million won and under 30 million won,1 year,Yes,Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Self-realization,Aptitude and interest,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210213,Graduate students,2014,N/A,N/Q,Yes,Data specialist;Public enterprise,Yes,Teacher librarians,N/A,Other,N/Q,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Talk to your seniors;Keep to yourself,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Neither agree nor disagree,LIS official Instagram;LIS group chatting;Regular meetings between alumni and current students;Lectures about career,Conferences/Studies,N/Q,N/R,LIS group chatting;Meet with current students/alumni face-to-face,Librarians;Data specialist;Archivist,N/Q,Librarians,National libraries;Other libraries,N/A,N/A,N/A,Over 25 million won and under 30 million won,1 year,Yes,Grades;Volunteer activity;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Work-Life balance,Self-realization,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in other university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise,N/Q,N/A,N/A,N/A
2022,20220201,Graduate students,2017,N/A,No,Yes,Librarians;Universities(Professor or Staff),Yes,Librarians;Universities(Professor or Staff),N/A,Your desired career path is not different at either time,Desired career path is not different at either time,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Talk to your seniors;Ask a professor for a consultation;Do an internet search,Classification and cataloging,Practical exercise,Interdisciplinary opportunities;Expand your career options,Credit burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Strongly disagree,LIS website;LIS group chatting;Regular meetings between alumni and current students,Conferences/Studies;Mentoring from department seniors and incumbents,Career-related roadmaps;Career Exploration Program,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS website",Librarians;Teacher librarians;Publishing;Archivist;Data specialist,N/R,Other,N/A,N/A,N/A,Reachers,Over 30 million won and under 35 million won,2 years,Yes,Grades;Language preparation,N/A,N/A,Self-realization,Job security,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise,Lack of information about admission;Lack of information about the content of the study,N/A,N/A,N/A
2022,20220202,Graduate students,2016,N/A,No,Yes,Librarians;Teacher librarians;Publishing;Private enterprise,Yes,Data specialist;Developers (programmers);Private enterprise,N/A,Identify new aptitudes/interests,Other major classes;Contests/Projects;Internship;Extracurricular activity;Professors,No worries,Discuss with friends;Ask a professor for a consultation,Information Science,N/R,Interdisciplinary opportunities;Expand your connections,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,Yes,Self-designed major,Self-designed major-Department of Library & Information Science/Department of Computer Engineering/School of Media & Communication,Related to my interests and aptitudes,Lack of information;Difficulty signing up for a course;Difficulty organizing timetables,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Other",Agree,LIS official Instagram;LIS group chatting;Regular meetings between alumni and current students;Lectures about career,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS official Instagram",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Developers (programmers);Journalist;Private enterprise;Public enterprise;Government employees (except librarians);Law school,N/R,Private enterprise,N/A,IT/Internet,N/A,N/A,Over 55 million won,Within 1 year,No,N/A,I thought it was too early to prepare,N/Q,Aptitude and interest,Organizational culture,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise,High tuition fees;Lack of information about admission,N/A,N/A,N/A
2022,20220203,Graduate students,2018,N/A,No,Yes,Journalist,No,N/A,Lack of values about the direction of your personal life,Identify new aptitudes/interests,Classes in the Department of Library and Information Science;Club activity;Professors,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Talk to your seniors;Ask a professor for a consultation,Classification and cataloging,N/R,Interdisciplinary opportunities,Time burden (possible extra semester),N/Q,Yes,Convergence major-Cultural Content,N/A,Related to my interests and aptitudes,Difficulty signing up for a course;Curriculum dissatisfaction,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Disagree,LIS website;Mail (sharing job information via personal email);Regular meetings between alumni and current students;Lectures about career,Conferences/Studies;Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Roadmap for taking courses;Book recommendations about career;Career Exploration Program,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Journalist;Private enterprise;Public enterprise;Government employees (except librarians),N/R,Librarians,National libraries;University libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,1 year,No,N/A,"I have a career path in mind, but I'm not sure what I want to do.",N/Q,Self-realization,Organizational culture,Job security,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise,High tuition fees,N/A,N/A,N/A
2022,20220204,Graduate students,2016,N/A,No,Yes,Teacher librarians,Yes,Teacher librarians;Universities(Professor or Staff);Public enterprise,N/A,Recognize realistic limitations;Identify new aptitudes/interests,Classes in the Department of Library and Information Science;Failed to complete curriculum for teaching profession;Volunteer activity,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Talk to your seniors,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.)",Disagree,Regular meetings between alumni and current students;Lectures about career,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Career Exploration Program,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Public enterprise;Government employees (except librarians),N/R,Librarians,National libraries;University libraries,N/A,N/A,N/A,Over 35 million won and under 40 million won,1 year,Yes,Language preparation,N/A,N/A,Aptitude and interest,Salary,Job security,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise,High tuition fees;Lack of information about the content of the study,N/A,N/A,N/A
2023,20230201,Graduate students,2018,N/A,No,Yes,Data specialist,Yes,Data specialist,N/A,Your desired career path is not different at either time,Desired career path is not different at either time,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Browse resources,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden,Agree,Yes,Convergence major-Software Humanities,N/A,"Related to my interests and aptitudes;To broaden your job search;Compromise with reality (low grades/insufficient time, etc.)",Burden of amount of studies,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Disagree,LIS official Instagram;Mail (sharing job information via personal email),Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Roadmap for taking courses,N/R,LIS group chatting,Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Private enterprise;Public enterprise;Government employees (except librarians);Law school,N/R,Private enterprise,N/A,E,N/A,N/A,Over 55 million won,E,No,N/A,I thought it was too early to prepare,Psychological pressure;Lack of employment opportunities;Social awareness,Self-realization,Aptitude and interest,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise;To delay look for a job,Lack of information about the content of the study,N/A,N/A,N/A
2023,20230202,Graduate students,2017,N/A,No,No,N/A,No,N/A,Not yet thinking about a career path,Identify new aptitudes/interests,Other major classes;Conferences/Small Groups;Club activity;Contests/Projects;Professors,"I'm thinking about a career, but I don't have a clear direction",Ask a professor for a consultation;Browse resources,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Time burden (possible extra semester),Agree,No,N/A,N/A,N/A,N/A,Other,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.);The University's Career Center (e.g. Rainbow System);Job fairs at corporate/government and related organizations",Disagree,Mail (sharing job information via personal email);LIS group chatting;Lectures about career,Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting,Career-related roadmaps;Career Exploration Program,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website",Librarians;Teacher librarians;Publishing;Archivist;Data specialist;Private enterprise;Public enterprise;Government employees (except librarians);Self-employed,N/R,Private enterprise,N/A,E,N/A,N/A,Over 55 million won,E,Yes,Other,N/A,N/A,Aptitude and interest,Job security,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise,Lack of information about the content of the study,N/A,N/A,N/A
2023,20230203,Graduate students,2021,N/A,No,No,N/A,Yes,Other,N/A,Identify new aptitudes/interests,Internship,I don't know what I'm interested in,Browse resources;Keep to yourself,Information Service,N/R,Interdisciplinary opportunities,Workload burden;Time burden (possible extra semester),Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Concerned about running out of time to complete a multidisciplinary major,"Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Disagree,LIS website;Mail (sharing job information via personal email);Regular meetings between alumni and current students,Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Personnel guest lectures,Career-related roadmaps;Roadmap for taking courses,N/R,LIS group chatting;Meet with current students/alumni face-to-face,Librarians;Teacher librarians;Universities(Professor or Staff);Data specialist;Public enterprise;Government employees (except librarians),N/R,Public enterprise,N/A,E,N/A,N/A,Over 30 million won and under 35 million won,E,Yes,Grades;Earn certifications,N/A,N/A,Self-realization,Aptitude and interest,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise;To delay look for a job,High tuition fees;Lack of information about admission,N/A,N/A,N/A
2023,20230204,Graduate students,2016,N/A,No,Yes,Librarians;Teacher librarians;Publishing;Private enterprise;Public enterprise,Yes,Data specialist;Developers (programmers);Private enterprise,N/A,Identify new aptitudes/interests,Other major classes;Contests/Projects;Internship;Explore career-related information;Professors;Friends,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Ask a professor for a consultation;Browse resources;Keep to yourself,Information Science,N/R,Interdisciplinary opportunities;Expand your career options;Expand your connections,Time burden (possible extra semester),Agree,Yes,Self-designed major,Self-designed major-Department of Library & Information Science/College of Software/School of Media & Communication,Related to my interests and aptitudes,Lack of information;Difficulty signing up for a course;Difficulty organizing timetables,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);The University's Career Center (e.g. Rainbow System)",Neither agree nor disagree,LIS official Instagram;LIS website,Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Roadmap for taking courses,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS website;LIS official Instagram",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Developers (programmers);Journalist;Private enterprise;Public enterprise;Government employees (except librarians);Law school;Self-employed,N/R,Private enterprise,N/A,E,N/A,N/A,Over 55 million won,E,No,N/A,I thought it was too early to prepare,Lack of employment opportunities,Organizational culture,Salary,Work-Life balance,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise;To delay look for a job;Changed desired career field,High tuition fees;Lack of information about admission,N/A,N/A,N/A
2023,20230205,Graduate students,2016,N/A,No,Yes,Librarians;Teacher librarians;Archivist;Universities(Professor or Staff),Yes,Librarians,N/A,Recognize realistic limitations,Classes in the Department of Library and Information Science;Failed to complete curriculum for teaching profession;Professors,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Ask a professor for a consultation,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),Agree,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);The University's Career Center (e.g. Rainbow System)",Strongly disagree,Regular meetings between alumni and current students;Lectures about career,Conferences/Studies;Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting;Personnel guest lectures,Career-related roadmaps;Career Exploration Program,N/R,Meet with current students/alumni face-to-face,Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Developers (programmers);Journalist;Private enterprise;Public enterprise;Government employees (except librarians);Law school,N/R,Librarians,National libraries;University libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,E,Yes,Grades;Language preparation,N/A,N/A,Society perception,Salary,Aptitude and interest,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Strengthening of expertise;To be a professor,Lack of information about the content of the study,N/A,N/A,N/A
2023,20230206,Graduate students,2017,N/A,No,Yes,Librarians;Universities(Professor or Staff),Yes,Librarians;Universities(Professor or Staff),N/A,Your desired career path is not different at either time,Desired career path is not different at either time,No place to get career information,Discuss with friends;Browse resources,Classification and cataloging,Reading;Library Management/Planning,Interdisciplinary opportunities;Expand your career options,Credit burden,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Strongly disagree,LIS group chatting;Regular meetings between alumni and current students,Conferences/Studies;Mentoring from department seniors and incumbents,Career-related roadmaps,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website",Librarians;Teacher librarians;Publishing;Data specialist;Journalist,N/R,Other,N/A,N/A,N/A,E,Over 40 million won and under 45 million won,E,Yes,Grades;Earn certifications;Language preparation,N/A,N/A,Self-realization,Job security,Work-Life balance,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development,High tuition fees;Lack of information about admission,N/A,N/A,N/A
2021,20210301,Workers,2002,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,Library Management/Planning,Interdisciplinary opportunities,Weakened expertise,Agree,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,E,Disagree,E,Institutional/Academic/Employment Linkage Programs (Practicum/Internship),N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS official Instagram",Librarians;Data specialist;Other,N/R,Librarians,Public libraries,N/A,N/A,N/A,Over 50 million won and under 55 million won,Within 1 year,Yes,Earn certifications;Practical exercise/Internship,N/Q,Lack of employment opportunities,Job security,Aptitude and interest,Society perception,No,N/A,N/A,N/A,Satisfied,Disagree,Yes,LIS in other university as undergraduate,3 years after graduation,Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210302,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Classification and cataloging,Programming (R/Python/SQL);Deeper data analysis,Expand your career options,Workload burden;Time burden (possible extra semester),Agree,Yes,Joint major-Distribution management,N/A,To fulfill career requirements;To broaden your job search,Lack of information,N/A,E,Neither agree nor disagree,E,Other,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Other,N/R,Librarians,Public libraries,N/A,N/A,N/A,Over 20 million won and under 25 million won,Within 1 year,Yes,Other,N/Q,Lack of employment opportunities,Job security,Work-Life balance,Organizational culture,No,N/A,N/A,N/A,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees;Lack of information about graduate school,No,N/A
2021,20210303,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Deeper data analysis,Interdisciplinary opportunities;Expand your career options;Expand your connections,Weakened expertise,Strongly agree,Yes,Multi major-Department of Computer Engineering,N/A,Related to my interests and aptitudes,Lack of information;Burden of contents of studies,N/A,E,Disagree,E,N/R,N/Q,N/Q,LIS group chatting;Meet with current students/alumni face-to-face,Librarians;Data specialist;Developers (programmers),N/R,Librarians,University libraries,N/A,N/A,N/A,Over 40 million won and under 45 million won,Within 1 year,Yes,Earn certifications;Volunteer activity;Language preparation;Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.);External activities (supporters/societies/clubs/studies/etc.),N/Q,Lack of employment opportunities,Job security,Salary,Society perception,Yes,Work-Life balance,Job security,Salary,Very satisfied,Strongly agree,No,N/A,N/A,N/A,N/A,Other,Yes,LIS in same university as undergraduate;LIS in other university as undergraduate;Other department in other university as undergraduate
2021,20210304,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Service,N/R,Expand your career options;Expand your connections,Workload burden;Time burden (possible extra semester),Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Didn't have time to pursue other majors because of a teaching major,E,Disagree,E,Mentoring from department seniors and incumbents;Talk/meet with a professor;Personnel guest lectures,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;Everytime(student online community)",Librarians;Data specialist,N/R,Librarians,E,N/A,N/A,N/A,Over 25 million won and under 30 million won,1 year,Yes,Grades;Earn certifications;Volunteer activity;Practical exercise/Internship;Other,N/Q,Lack of employment information;Psychological pressure;Lack of employment opportunities,Work-Life balance,Job security,Society perception,No,N/A,N/A,N/A,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Lack of information about graduate school,Yes,LIS in same university as undergraduate
2021,20210305,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,Deeper data analysis,Expand your career options,Workload burden;Time burden (possible extra semester),Strongly agree,Yes,Multi major-School of Business Administration,N/A,To fulfill career requirements;To broaden your job search,Burden of amount of studies,N/A,E,Disagree,E,Institutional/Academic/Employment Linkage Programs (Practicum/Internship),N/Q,N/Q,LIS group chatting;Meet with current students/alumni face-to-face;LIS website,Librarians;Other,N/R,Public enterprise,N/A,Management/Office,N/A,N/A,Over 35 million won and under 40 million won,Within 1 year,Yes,Earn certifications;Language preparation;Practical exercise/Internship;External activities (supporters/societies/clubs/studies/etc.),N/Q,Psychological pressure,Job security,Salary,Aptitude and interest,No,N/A,N/A,N/A,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Not interested in research,Yes,Other department in same university as undergraduate
